Movie,AverageVote
"I Am Wrath",4.5
"The Apparition",4.5
"Halloween: Resurrection",4.5
"Vampire in Brooklyn",4.5
"Exorcist II: The Heretic",4.5
"Jason X",4.5
"Excessive Force",4.5
"Poltergeist III",4.5
"Undiscovered",4.5
"Losin' It",4.5
"Dying of the Light",4.5
"The Veil",4.5
"The Rise of the Krays",4.5
"Kickboxer: Vengeance",4.5
"Donkey Punch",4.5
"Detention of the Dead",4.5
"The FP",4.5
"Fantastic Four",4.4
"The Adventures of Pluto Nash",4.4
"The Legend of Hercules",4.4
"The Flintstones in Viva Rock Vegas",4.4
"The Adventures of Sharkboy and Lavagirl",4.4
"Striptease",4.4
"Jonah Hex",4.4
"Spy Kids: All the Time in the World",4.4
"Stealing Harvard",4.4
"The Informers",4.4
"Urban Legends: Final Cut",4.4
"Highlander: Endgame",4.4
"My Boss's Daughter",4.4
"Soul Survivors",4.4
"Movie 43",4.4
"Bucky Larson: Born to Be a Star",4.4
"The Omega Code",4.4
"Devil's Due",4.4
"Daddy Day Camp",4.4
"The Last Exorcism Part II",4.4
"The Perfect Wave",4.4
"No Man's Land: The Rise of Reeker",4.4
"The Curse of Downers Grove",4.4
"Shark Lake",4.4
"Cabin Fever",4.4
"Below Zero",4.4
"The Vatican Exorcisms",4.4
"The Brain That Wouldn't Die",4.4
"Inspector Gadget",4.3
"Monkeybone",4.3
"Ballistic: Ecks vs. Sever",4.3
"The Love Guru",4.3
"Kangaroo Jack",4.3
"The Tooth Fairy",4.3
"Fat Albert",4.3
"Nomad: The Warrior",4.3
"Virgin Territory",4.3
"The Next Best Thing",4.3
"The Country Bears",4.3
"Steel",4.3
"Book of Shadows: Blair Witch 2",4.3
"My Baby's Daddy",4.3
"Beat the World",4.3
"American Heist",4.3
"The Haunting of Molly Hartley",4.3
"Fifty Shades of Black",4.3
"Unnatural",4.3
"Batman & Robin",4.2
"Catwoman",4.2
"Thunderbirds",4.2
"Ishtar",4.2
"Universal Soldier: The Return",4.2
"RoboCop 3",4.2
"Vampires Suck",4.2
"Juwanna Mann",4.2
"Crossover",4.2
"Area 51",4.2
"Jason Goes to Hell: The Final Friday",4.2
"The Walking Deceased",4.2
"Independence Daysaster",4.2
"Checkmate",4.2
"The Wicked Within",4.2
"Kiss the Bride",4.2
"The Frozen",4.2
"All Superheroes Must Die",4.2
"Speed 2: Cruise Control",4.1
"Jack and Jill",4.1
"In the Name of the King: A Dungeon Siege Tale",4.1
"Street Fighter",4.1
"Dumb and Dumberer: When Harry Met Lloyd",4.1
"Red Sky",4.1
"Meet the Deedles",4.1
"An American Carol",4.1
"Superman IV: The Quest for Peace",4.1
"Corky Romano",4.1
"On the Line",4.1
"Police Academy: Mission to Moscow",4.1
"Code of Honor",4.1
"Bats",4.1
"The Boy Next Door",4.1
"Amnesiac",4.1
"The Timber",4.1
"Da Sweet Blood of Jesus",4.1
"Desire",4.1
"The Canyons",4.1
"Shadow Conspiracy",4
"Super Mario Bros.",4
"Dragon Wars: D-War",4
"Wing Commander",4
"Stan Helsing",4
"The Devil's Tomb",4
"Witless Protection",4
"Creature",4
"Fear Clinic",4
"The Adventures of Rocky & Bullwinkle",3.9
"Street Fighter: The Legend of Chun-Li",3.9
"Accidental Love",3.9
"Drive Hard",3.9
"Blonde Ambition",3.9
"Atlas Shrugged Part III: Who is John Galt?",3.9
"Chain Letter",3.9
"Extreme Movie",3.9
"Mortal Kombat: Annihilation",3.8
"Dudley Do-Right",3.8
"Who's Your Caddy?",3.8
"Sharknado",3.8
"Teen Wolf Too",3.8
"Town & Country",3.7
"Meet the Spartans",3.7
"Left Behind",3.7
"The Legend of the Lone Ranger",3.7
"The Master of Disguise",3.7
"Phat Girlz",3.7
"Not Cool",3.7
"Son of the Mask",3.6
"Date Movie",3.6
"Gigli",3.5
"BloodRayne",3.5
"Jaws: The Revenge",3.5
"Megaforce",3.5
"Navy Seals vs. Zombies",3.5
"Zombie Hunter",3.5
"Girls Gone Dead",3.5
"Rollerball",3.4
"Glitter",3.4
"Marci X",3.3
"Larry the Cable Guy: Health Inspector",3.3
"Baby Geniuses",3.3
"Galaxina",3.3
"In the Name of the King III",3.3
"#Horror",3.3
"FearDotCom",3.2
"Epic Movie",3.2
"Doogal",3.2
"Farce of the Penguins",3.2
"The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It",3.2
"Alone in the Dark",3.1
"Whipped",3.1
"U.F.O.",3.1
"Battlefield Earth",3
"United Passions",3
"Disaster Movie",3
"From Justin to Kelly",3
"Dragonball Evolution",2.9
"Shanghai Surprise",2.9
"30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo",2.9
"AWOL-72",2.8
"Def-Con 4",2.8
"Chairman of the Board",2.7
"Foodfight!",2.3
"Superbabies: Baby Geniuses 2",1.9
