tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Not Specified,186,Case Western Reserve University,George,,Veras,1672852,0,zero,TEACHER,PROFESSOR,N/A
Communication Sciences,186,Case Western Reserve University,Jennell,,Vick,1666476,2,good,TEACHER,PROFESSOR,3.8
English,186,Case Western Reserve University,Magdalena,,Vinter,2132462,2,good,TEACHER,PROFESSOR,5.0
Chemistry,186,Case Western Reserve University,Rajesh,,Viswanathan,1662329,8,average,TEACHER,PROFESSOR,3.0
Social Science,186,Case Western Reserve University,Laura,,Voith,2258244,1,average,TEACHER,PROFESSOR,3.0
Biomedical Engineering,186,Case Western Reserve University,Horst,,Von Recum,801570,4,good,TEACHER,PROFESSOR,4.6
Economics,186,Case Western Reserve University,Mark,,Votruba,321042,14,good,TEACHER,PROFESSOR,3.8
English,186,Case Western Reserve University,Athena,,Vrettos,26371,13,good,TEACHER,PROFESSOR,4.6
Political Science,186,Case Western Reserve University,Michael,,Wager,2375345,2,good,TEACHER,PROFESSOR,5.0
Chemical Engineering,186,Case Western Reserve University,Jesse,S,Wainright,2105853,3,good,TEACHER,PROFESSOR,3.7
Biology,186,Case Western Reserve University,Hillary,,Walton,1616318,4,average,TEACHER,PROFESSOR,3.2
Biochemistry,186,Case Western Reserve University,Susan,,Wang,2291123,1,good,TEACHER,PROFESSOR,4.0
Finance,186,Case Western Reserve University,Li,,Wang,2305082,3,good,TEACHER,PROFESSOR,4.7
Computer Science,186,Case Western Reserve University,An,,Wang,2425127,5,good,TEACHER,PROFESSOR,5.0
English,186,Case Western Reserve University,Joshua,,Ware,1932940,2,average,TEACHER,PROFESSOR,3.0
Sociology,186,Case Western Reserve University,David,,Warner,1077495,2,good,TEACHER,PROFESSOR,5.0
Nursing,186,Case Western Reserve University,Camille,,Warner,1948135,4,good,TEACHER,PROFESSOR,5.0
English,186,Case Western Reserve University,Raymond,,Watkins,1045853,9,good,TEACHER,PROFESSOR,4.6
Nutrition,186,Case Western Reserve University,Rosanna,,Watowicz,2488521,2,good,TEACHER,PROFESSOR,5.0
Nursing,186,Case Western Reserve University,Allison,,Webel,2107101,0,zero,TEACHER,PROFESSOR,N/A
Social Work,186,Case Western Reserve University,Chenobia,,Webster Hill,2351621,2,average,TEACHER,PROFESSOR,3.0
Electrical Engineering,186,Case Western Reserve University,Lin,,Wei,2475026,0,zero,TEACHER,PROFESSOR,N/A
Law,186,Case Western Reserve University,Barbara,,Weinzierl,2090158,0,zero,TEACHER,PROFESSOR,N/A
Political Science,186,Case Western Reserve University,Laura,,Weir,1243386,0,zero,TEACHER,PROFESSOR,N/A
History,186,Case Western Reserve University,Gillian,,Weiss,126641,20,average,TEACHER,PROFESSOR,2.9
Biochemistry,186,Case Western Reserve University,Michael,,Weiss,1375205,0,zero,TEACHER,PROFESSOR,N/A
Social Science,186,Case Western Reserve University,Kathleen,,Wells,137491,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,186,Case Western Reserve University,Elisabeth,,Werner,17586,17,good,TEACHER,PROFESSOR,4.2
Chemistry,186,Case Western Reserve University,Richard,,West,1761759,20,good,TEACHER,PROFESSOR,4.8
English,186,Case Western Reserve University,Anthony,,Wexler,2422015,7,good,TEACHER,PROFESSOR,5.0
Civil Engineering,186,Case Western Reserve University,Katie,,Wheaton,2078844,5,good,TEACHER,PROFESSOR,3.7
Political Science,186,Case Western Reserve University,Joseph,,White,701873,11,good,TEACHER,PROFESSOR,3.5
Physical Education,186,Case Western Reserve University,Jessica,,White,1792740,1,good,TEACHER,PROFESSOR,5.0
Geology,186,Case Western Reserve University,Peter,,Whiting,17085,5,average,TEACHER,PROFESSOR,2.8
English,186,Case Western Reserve University,John,,Wiehl,2195292,7,average,TEACHER,PROFESSOR,3.1
Materials Science,186,Case Western Reserve University,Matthew,,Willard,1922685,3,poor,TEACHER,PROFESSOR,2.0
History,186,Case Western Reserve University,Rhonda,,Williams,25949,12,average,TEACHER,PROFESSOR,3.2
Communication Sciences,186,Case Western Reserve University,Stacy,,Williams,854982,0,zero,TEACHER,PROFESSOR,N/A
Statistics,186,Case Western Reserve University,Patricia,,Williamson,1708236,20,poor,TEACHER,PROFESSOR,2.2
Biology,186,Case Western Reserve University,Mark,,Willis,110369,8,good,TEACHER,PROFESSOR,4.4
Biomedical Engineering,186,Case Western Reserve University,Dave,,Wilson,2025941,0,zero,TEACHER,PROFESSOR,N/A
Psychology,186,Case Western Reserve University,Joshua,,Wilt,2352668,2,good,TEACHER,PROFESSOR,5.0
Mathematics,186,Case Western Reserve University,Carrie,,Winterer,2175312,1,good,TEACHER,PROFESSOR,4.0
Macromolecular Science & Eng,186,Case Western Reserve University,Gary,,Wnek,1787842,8,good,TEACHER,PROFESSOR,4.8
Economics,186,Case Western Reserve University,Jeffery,,Wolcowitz,1538204,1,good,TEACHER,PROFESSOR,4.5
Mathematics,186,Case Western Reserve University,Pawel,,Wolff,1350188,2,good,TEACHER,PROFESSOR,4.8
Engineering,186,Case Western Reserve University,Andrew,Edward,Wood,1959714,12,good,TEACHER,PROFESSOR,5.0
Social Work,186,Case Western Reserve University,Zoe,,Wood,2427563,0,zero,TEACHER,PROFESSOR,N/A
English,186,Case Western Reserve University,Martha,,Woodmansee,16727,8,average,TEACHER,PROFESSOR,2.8
Statistics,186,Case Western Reserve University,Wojbor,,Woyczynski,88444,22,good,TEACHER,PROFESSOR,4.0
Accounting,186,Case Western Reserve University,Yi-Jing,,WU,1574683,10,good,TEACHER,PROFESSOR,3.5
Operations Management,186,Case Western Reserve University,QI,,WU,1838712,13,good,TEACHER,PROFESSOR,4.4
Classics,186,Case Western Reserve University,Timothy,,Wutrich,1661745,13,good,TEACHER,PROFESSOR,3.7
Computer Science,186,Case Western Reserve University,Xusheng,,Xiao,2355255,3,good,TEACHER,PROFESSOR,5.0
Biomedical Engineering,186,Case Western Reserve University,YU,,Xin,1292961,4,good,TEACHER,PROFESSOR,4.3
Engineering,186,Case Western Reserve University,Shuai,,Xu,2519044,0,zero,TEACHER,PROFESSOR,N/A
Modern Languages,186,Case Western Reserve University,Peter,,Yang,321050,17,good,TEACHER,PROFESSOR,4.4
Computer Science,186,Case Western Reserve University,Jiong,,Yang,541485,4,poor,TEACHER,PROFESSOR,2.2
Statistics,186,Case Western Reserve University,Shitao,,Yang,2522485,2,good,TEACHER,PROFESSOR,5.0
Mathematics,186,Case Western Reserve University,Lingxing,,Yao,1851025,32,average,TEACHER,PROFESSOR,2.8
Mathematics,186,Case Western Reserve University,Deping,,Ye,976182,2,average,TEACHER,PROFESSOR,3.2
Law,186,Case Western Reserve University,Ruqaiijah,,Yearby,1749824,0,zero,TEACHER,PROFESSOR,N/A
Biochemistry,186,Case Western Reserve University,Vivien,,Yee,2137988,3,average,TEACHER,PROFESSOR,3.3
Civil Engineering,186,Case Western Reserve University,Banu,,Yildiz,1713283,2,poor,TEACHER,PROFESSOR,1.8
Mathematics,186,Case Western Reserve University,Turkay,,Yolcu,1855262,3,average,TEACHER,PROFESSOR,3.3
Mathematics,186,Case Western Reserve University,Selma,,Yolcu,1867146,3,good,TEACHER,PROFESSOR,3.5
Information Systems,186,Case Western Reserve University,Youngjin,,Yoo,2468828,0,zero,TEACHER,PROFESSOR,N/A
Civil Engineering,186,Case Western Reserve University,Xiong,,YU,1199851,4,poor,TEACHER,PROFESSOR,2.4
Chemistry,186,Case Western Reserve University,Michael,,Zagorski,261917,23,good,TEACHER,PROFESSOR,3.7
Chemical Engineering,186,Case Western Reserve University,Tom,,Zawodzinski,605354,7,average,TEACHER,PROFESSOR,3.1
Nursing,186,Case Western Reserve University,Zdxtkldoexs,,Zdxtkldoexs,1594201,1,poor,TEACHER,PROFESSOR,2.0
Astronomy,186,Case Western Reserve University,Idit,,Zehavi,1458956,2,good,TEACHER,PROFESSOR,4.0
Civil Engineering,186,Case Western Reserve University,Xiangwu (David),,Zeng,29226,33,good,TEACHER,PROFESSOR,3.8
Computer Science,186,Case Western Reserve University,Guo-Qiang,,Zhang,17578,29,good,TEACHER,PROFESSOR,3.6
Electrical Engineering,186,Case Western Reserve University,Xinmiao,,Zhang,788735,9,poor,TEACHER,PROFESSOR,1.6
Nursing,186,Case Western Reserve University,Amy,,Zhang,1576151,6,average,TEACHER,PROFESSOR,3.0
Computer Science,186,Case Western Reserve University,Xiang,,Zhang,1869517,5,average,TEACHER,PROFESSOR,2.8
Electrical Engineering,186,Case Western Reserve University,Hongping,,Zhao,2013006,3,average,TEACHER,PROFESSOR,2.8
Mathematics,186,Case Western Reserve University,Longhua,,Zhao,2129044,8,good,TEACHER,PROFESSOR,4.0
Macromolecular Science & Eng,186,Case Western Reserve University,Lei,,Zhu,1868886,0,zero,TEACHER,PROFESSOR,N/A
Biomedical Engineering,186,Case Western Reserve University,Nicholas,,Ziats,1509393,5,good,TEACHER,PROFESSOR,4.7
Modern Languages,186,Case Western Reserve University,Tatiana,,Zilotina,324108,7,good,TEACHER,PROFESSOR,4.0
Accounting,186,Case Western Reserve University,Aleksandra,,Zimmerman,1917324,2,good,TEACHER,PROFESSOR,4.0
Nursing,186,Case Western Reserve University,Elizabeth,,Zimmerman,2200523,2,average,TEACHER,PROFESSOR,3.0
Electrical Engineering,186,Case Western Reserve University,Christian,,Zorman,324314,31,good,TEACHER,PROFESSOR,3.8
General Education,186,Case Western Reserve University,James,,Zull,1367527,7,average,TEACHER,PROFESSOR,3.5
History,186,Case Western Reserve University,Geoffrey,,Zylstra,962654,2,good,TEACHER,PROFESSOR,5.0
